Title Number,Tenure,Property Address,District,County,Region,Postcode,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator
HP777951,Leasehold,"Suite 2, 4500 Parkway, Solent Business Park, Whiteley, Fareham (PO15 7AY)",WINCHESTER,HAMPSHIRE,SOUTH EAST,PO15 7AY,N,,DET NORSKE VERITAS LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,18-12-2014,N
MAN255937,Leasehold,"Fifth Floor Premises, Applicon House, Exchange Street, Stockport (SK3 0EY)",STOCKPORT,GREATER MANCHESTER,NORTH WEST,SK3 0EY,N,,DET NORSKE VERITAS LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,01-10-2015,N
TY531072,Leasehold,"First Floor 13a Silver Fox Way, Cobalt Business Park, Newcastle Upon Tyne (NE27 0QJ)",NORTH TYNESIDE,TYNE AND WEAR,NORTH,NE27 0QJ,N,,DET NORSKE VERITAS LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,30-09-2015,N
MAN255944,Leasehold,"Fourth Floor, Applicon House, Exchange Street, Stockport (SK3 0EY)",STOCKPORT,GREATER MANCHESTER,NORTH WEST,SK3 0EY,N,,DET NORSKE VERITAS LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,01-10-2015,N
MAN256071,Leasehold,"Ground Floor, Applicon House, Exchange Street, Stockport (SK3 0EY)",STOCKPORT,GREATER MANCHESTER,NORTH WEST,SK3 0EY,N,,DET NORSKE VERITAS LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,02-10-2015,N
TGL474505,Leasehold,"Fifth Floor And Part Fourth Floor, The Podium Building, Stamford Street, London (SE1 9LS)",SOUTHWARK,GREATER LONDON,GREATER LONDON,SE1 9LS,N,,DNV GL LIMITED,01503799,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,22-05-2017,N
SGL777205,Leasehold,"Second Floor Office Suite, Grabex Business Centre, Murray Road, Orpington (BR5 3QY)",BROMLEY,GREATER LONDON,GREATER LONDON,BR5 3QY,N,29358,UNIQUE SEAFOOD LIMITED,03307693,Limited Company or Public Limited Company,"Lygon House, 50 London Road, Bromley BR1 3RA",,,,,,,,,,,,,,,,,,,,,05-01-2017,N
TGL459650,Leasehold,"Upper Ground Floor, 351 Richmond Road, Twickenham (TW1 2ER)",RICHMOND UPON THAMES,GREATER LONDON,GREATER LONDON,TW1 2ER,N,500000,DR NO PROPERTY LIMITED,09972054,Limited Company or Public Limited Company,"Flat 1, 12 Briardale Gardens, London NW3 7PP",,,,,,,,,,,,,,,,,,,,,03-11-2016,N
DU244545,Freehold,"14 Gordon Avenue, Horden, (SR8 4QN)",COUNTY DURHAM,COUNTY DURHAM,NORTH,SR8 4QN,N,78000,P.A.M. (GB) LIMITED,05366058,Limited Company or Public Limited Company,"15 Greenside Avenue, Horden, Co Durham SR8 4QX",,,,,,,,,,,,,,,,,,,,,05-12-2007,N
SGL782427,Leasehold,"Parking Space No. 3, 72 Worple Road, London (SW19 4HX)",MERTON,GREATER LONDON,GREATER LONDON,SW19 4HX,N,,HTI2020 LIMITED,09447746,Limited Company or Public Limited Company,"Wimbledon Central, 21-33 Worple Road, Suite 216, London SW19 4BH",,,,,,,,,,,,,,,,,,,,,21-06-2017,N
NGL930030,Leasehold,"Premises at Third Floor, 100 Brompton Road, London (SW3 1ER)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,SW3 1ER,N,,ANDURAND VENTURES LTD,06820074,Limited Company or Public Limited Company,"59 Cadogan Place, London SW1X 9RS",,,,,,,,,,,,,,,,,,,,,05-11-2012,N
WA9128,Freehold,"13 Great Western Crescent, Llanelli, (SA15 2RN)",CARMARTHENSHIRE,CARMARTHENSHIRE,WALES,SA15 2RN,N,67000,KLATRAN INVESTMENT LIMITED,09454204,Limited Company or Public Limited Company,"Bank House, 81 St. Judes Road, Englefield Green, Egham TW20 0DF",,,,,,,,,,,,,,,,,,,,,09-10-2015,N
WA981435,Freehold,"18 Queens Crescent, Rhymney, Tredegar (NP22 5ET)",CAERPHILLY,CAERPHILLY,WALES,NP22 5ET,N,40000,KLATRAN INVESTMENT LIMITED,09454204,Limited Company or Public Limited Company,"Vestlisvingen 1, 0986 Oslo, Norway",,,,,,,,,,,,,,,,,,,,,17-06-2015,N
WA9128,Freehold,"13 Great Western Crescent, Llanelli, (SA15 2RN)",CARMARTHENSHIRE,CARMARTHENSHIRE,WALES,SA15 2RN,N,67000,KLATRAN INVESTMENT LIMITED,09454204,Limited Company or Public Limited Company,"Bank House, 81 St. Judes Road, Englefield Green, Egham TW20 0DF",,,,,,,,,,,,,,,,,,,,,09-10-2015,N
WA981435,Freehold,"18 Queens Crescent, Rhymney, Tredegar (NP22 5ET)",CAERPHILLY,CAERPHILLY,WALES,NP22 5ET,N,40000,KLATRAN INVESTMENT LIMITED,09454204,Limited Company or Public Limited Company,"Vestlisvingen 1, 0986 Oslo, Norway",,,,,,,,,,,,,,,,,,,,,17-06-2015,N
MM85428,Leasehold,"834-838 Alum Rock Road, Birmingham (B8 2TX)",BIRMINGHAM,WEST MIDLANDS,WEST MIDLANDS,B8 2TX,N,,ZEENAT SUPERMARKET LTD,09665924,Limited Company or Public Limited Company,"834-838 Alum Rock Road, Birmingham B8 2TX",,,,,,,,,,,,,,,,,,,,,03-04-2017,N
MM85428,Leasehold,"834-838 Alum Rock Road, Birmingham (B8 2TX)",BIRMINGHAM,WEST MIDLANDS,WEST MIDLANDS,B8 2TX,N,,ZEENAT SUPERMARKET LTD,09665924,Limited Company or Public Limited Company,"834-838 Alum Rock Road, Birmingham B8 2TX",,,,,,,,,,,,,,,,,,,,,03-04-2017,N
SYK652147,Leasehold,"Land at South Quay, Lakeside Boulevard, Doncaster (DN4 5PL)",DONCASTER,SOUTH YORKSHIRE,YORKS AND HUMBER,DN4 5PL,N,,ENVIRONMENTAL SPECIALITY CHEMICALS LIMITED,03519788,Limited Company or Public Limited Company,"Unit 3, Potteric Carr Road, Doncaster DN4 5NP",,,,,,,,,,,,,,,,,,,,,31-07-2017,N
SYK627390,Leasehold,"Land at South Quay, Lakeside Boulevard, Doncaster",DONCASTER,SOUTH YORKSHIRE,YORKS AND HUMBER,,N,,ENVIRONMENTAL SPECIALITY CHEMICALS LIMITED,03519788,Limited Company or Public Limited Company,"Unit 3, Potteric Carr Industrial Estate, Potteric Carr Road, Doncaster DN4 5NP",,,,,,,,,,,,,,,,,,,,,24-04-2015,N
CL81216,Leasehold,"Unit 4A, Falmouth Business Park, Bickland Water Road, Falmouth",CORNWALL,CORNWALL,SOUTH WEST,,N,,MEGACON CONTROLS LIMITED,01408824,Limited Company or Public Limited Company,"The Couting House, High Street, Minchinhampton, Stroud, Glos GL6 9BN",,,,,,,,,,,,,,,,,,,,,20-07-1992,N
CL212209,Leasehold,"Unit 4B, Falmouth Business Park, Bickland Water Road, Falmouth",CORNWALL,CORNWALL,SOUTH WEST,,N,,MEGACON CONTROLS LIMITED,01408824,Limited Company or Public Limited Company,"The Counting House, High Street, Minchinhampton, Stroud, Glos GL6 8BN",,,,,,,,,,,,,,,,,,,,,13-01-2005,N
NGL890742,Leasehold,"First Floor Premises,, 48 Pimlico Road,, London (SW1W 8LP)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,SW1W 8LP,N,,CLEAVES SHIPBROKING LIMITED,04137750,Limited Company or Public Limited Company,"Trojan House, 34 Arcadia Avenue, London N3 2JU",,,,,,,,,,,,,,,,,,,,,06-12-2007,N
BGL134563,Leasehold,"Block 2, Thames Wharf, Rainville Road, London (W6 9HA)",HAMMERSMITH AND FULHAM,GREATER LONDON,GREATER LONDON,W6 9HA,N,,EIDSGAARD DESIGN LIMITED,05354101,Limited Company or Public Limited Company,"2nd Floor, Cardiff House, Tilling Road, London NW2 1LJ",,,,,,,,,,,,,,,,,,,,,10-08-2017,N
EB7609,Freehold,"2 Hyde Gardens, Eastbourne (BN21 4PN)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN21 4PN,N,10000,A BICKNELL INVESTMENTS LIMITED,10058229,Limited Company or Public Limited Company,"Railview Lofts, 19c Commercial Road, Eastbourne BN21 3XE",,,,,,,,,,,,,,,,,,,,,05-09-2017,N
ESX379300,Leasehold,"Flat 4, 2 Hyde Gardens, Eastbourne (BN21 4PN)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN21 4PN,N,244565,2 HYDE GARDENS LIMITED,10061102,Limited Company or Public Limited Company,"19c Commercial Road, Eastbourne BN21 3XE",,,,,,,,,,,,,,,,,,,,,05-12-2016,N
ESX379298,Leasehold,"Flat 2, 2 Hyde Gardens, Eastbourne (BN21 4PN)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN21 4PN,N,188453,2 HYDE GARDENS LIMITED,10061102,Limited Company or Public Limited Company,"19c Commercial Road, Eastbourne BN21 3XE",,,,,,,,,,,,,,,,,,,,,05-12-2016,N
ESX379299,Leasehold,"Flat 3, 2 Hyde Gardens, Eastbourne (BN21 4PN)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN21 4PN,N,188453,2 HYDE GARDENS LIMITED,10061102,Limited Company or Public Limited Company,"19c Commercial Road, Eastbourne BN21 3XE",,,,,,,,,,,,,,,,,,,,,05-12-2016,N
ESX379297,Leasehold,"Flat 1, 2 Hyde Gardens, Eastbourne (BN21 4PN)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN21 4PN,N,264873,2 HYDE GARDENS LIMITED,10061102,Limited Company or Public Limited Company,"19c Commercial Road, Eastbourne BN21 3XE",,,,,,,,,,,,,,,,,,,,,05-12-2016,N
EB8749,Freehold,"110 Whitley Road, Eastbourne (BN22 8ND)",EASTBOURNE,EAST SUSSEX,SOUTH EAST,BN22 8ND,N,500000,110 WHITLEY ROAD LIMITED,10061319,Limited Company or Public Limited Company,"19c Commercial Road, Eastbourne BN21 3XE","39 Conduit Mews, London W2 3RE",,,,,,,,,,,,,,,,,,,,28-04-2016,N
SX79514,Freehold,"15 Jeffreys Way, Uckfield (TN22 1JF)",WEALDEN,EAST SUSSEX,SOUTH EAST,TN22 1JF,N,,JON & SIRI INVESTMENTS LIMITED,07985648,Limited Company or Public Limited Company,"15 Jeffreys Way, Uckfield, East Sussex TN22 1JF",,,,,,,,,,,,,,,,,,,,,15-05-2012,N
CB424056,Freehold,"Land at Swann Road, Cambridge",CAMBRIDGE,CAMBRIDGESHIRE,EAST ANGLIA,,N,,STORE BOX SELF STORAGE LIMITED,06872910,Limited Company or Public Limited Company,"5 Beauchamp Court, Victors Way, Barnet EN5 5TZ",,,,,,,,,,,,,,,,,,,,,08-06-2017,N
HS388652,Leasehold,"land on the south side of Rix Road, Hull",CITY OF KINGSTON UPON HULL,CITY OF KINGSTON UPON HULL,YORKS AND HUMBER,,N,,STORE BOX SELF STORAGE LIMITED,06872910,Limited Company or Public Limited Company,"5 Beauchamp Court, Victors Way, Barnet EN5 5TZ",,,,,,,,,,,,,,,,,,,,,15-08-2017,N
SGL774533,Leasehold,"storage space Car Park, Surrey Street, Croydon",CROYDON,GREATER LONDON,GREATER LONDON,,N,,STORE BOX SELF STORAGE LIMITED,06872910,Limited Company or Public Limited Company,"32 Byron Hill Road, Harrow HA2 0HY",,,,,,,,,,,,,,,,,,,,,04-10-2016,N
DY480315,Leasehold,"37-39 Union Road, New Mills, High Peak (SK22 3ER)",HIGH PEAK,DERBYSHIRE,EAST MIDLANDS,SK22 3ER,N,,SUTHERLAND REAY AND CO LIMITED,07160201,Limited Company or Public Limited Company,"500 Hartshill Road, Stoke-On-Trent ST4 6AD",,,,,,,,,,,,,,,,,,,,,10-12-2013,N
350312,Freehold,"25 Hatton Garden, London (EC1N 8BQ)",CAMDEN,GREATER LONDON,GREATER LONDON,EC1N 8BQ,N,9120000,SEARCHGRADE LIMITED,07184954,Limited Company or Public Limited Company,"Quadrant House, Floor 6, 4 Thomas More Square, London E1W 1YW",,,,,,,,,,,,,,,,,,,,,31-01-2018,N
TT74793,Leasehold,"12 Lowfield Street, Dartford (DA1 1HA)",DARTFORD,KENT,SOUTH EAST,DA1 1HA,N,,LONDON FOODS WHOLESALER LIMITED,09468224,Limited Company or Public Limited Company,"12 Lowfield Street, Dartford DA1 1HA","112 Invicta Road, Dartford DA2 6AZ",,,,,,,,,,,,,,,,,,,,21-12-2017,N
HS183524,Freehold,"Land at Flixborough Industrial Estate, Flixborough",NORTH LINCOLNSHIRE,NORTH LINCOLNSHIRE,YORKS AND HUMBER,,N,,JOTUN PAINTS (EUROPE) LIMITED,00925019,Limited Company or Public Limited Company,"Jotun, Stather Road, Flixborough, Scunthorpe DN15 8RR","5 Parliament Street, Hull HU1 2AZ",,,,,,,,,,,,,,,,,,,,30-06-2015,N
HS190290,Freehold,"Land at Flixborough Industrial Estate, Flixborough",NORTH LINCOLNSHIRE,NORTH LINCOLNSHIRE,YORKS AND HUMBER,,N,,JOTUN PAINTS (EUROPE) LIMITED,00925019,Limited Company or Public Limited Company,"Jotun, Stather Road, Flixborough, Scunthorpe DN15 8RR","5 Parliament Street, Hull HU1 2AZ",,,,,,,,,,,,,,,,,,,,30-06-2015,N
HS183524,Freehold,"Land at Flixborough Industrial Estate, Flixborough",NORTH LINCOLNSHIRE,NORTH LINCOLNSHIRE,YORKS AND HUMBER,,N,,JOTUN PAINTS (EUROPE) LIMITED,00925019,Limited Company or Public Limited Company,"Jotun, Stather Road, Flixborough, Scunthorpe DN15 8RR","5 Parliament Street, Hull HU1 2AZ",,,,,,,,,,,,,,,,,,,,30-06-2015,N
HS190290,Freehold,"Land at Flixborough Industrial Estate, Flixborough",NORTH LINCOLNSHIRE,NORTH LINCOLNSHIRE,YORKS AND HUMBER,,N,,JOTUN PAINTS (EUROPE) LIMITED,00925019,Limited Company or Public Limited Company,"Jotun, Stather Road, Flixborough, Scunthorpe DN15 8RR","5 Parliament Street, Hull HU1 2AZ",,,,,,,,,,,,,,,,,,,,30-06-2015,N
NGL954203,Leasehold,"Basement And Ground Floor Shop, 4 Heath Street, London (NW3 6TE)",CAMDEN,GREATER LONDON,GREATER LONDON,NW3 6TE,N,26000,THE PHARM LIMITED,05737630,Limited Company or Public Limited Company,"4 Heath Street, London NW3 6TE","171 Maryland Road, London N22 5AS",,,,,,,,,,,,,,,,,,,,11-11-2015,N
NGL962633,Leasehold,"Ground Floor Premises, 148 Fleet Road, London (NW3 2QX)",CAMDEN,GREATER LONDON,GREATER LONDON,NW3 2QX,N,,THE PHARM LIMITED,05737630,Limited Company or Public Limited Company,"171 Maryland Road, London N22 5AS",,,,,,,,,,,,,,,,,,,,,18-08-2016,N
CL104065,Freehold,"Roserrow Farm, St Minver, Wadebridge (PL27 6QT)",CORNWALL,CORNWALL,SOUTH WEST,PL27 6QT,N,,THE POINT AT POLZEATH LIMITED,07926608,Limited Company or Public Limited Company,"30 Old Burlington Street, London W1S 3NL",,,,,,,,,,,,,,,,,,,,,03-04-2012,N
CL320122,Freehold,"Land On The North Side Of Trewiston Lane, St Minver, Wadebridge",CORNWALL,CORNWALL,SOUTH WEST,,N,,THE POINT AT POLZEATH LIMITED,07926608,Limited Company or Public Limited Company,"Roserrow, St. Minver, Wadebridge PL27 6QT",,,,,,,,,,,,,,,,,,,,,11-01-2016,N
SGL112441,Freehold,"34 Brighton Road, Purley (CR8 3AD)",CROYDON,GREATER LONDON,GREATER LONDON,CR8 3AD,N,425000,PURLEY LANGUAGE COLLEGE LIMITED,04157059,Limited Company or Public Limited Company,"The Lodge, 34 Brighton Road, Purley, Surrey CR8 3AD",,,,,,,,,,,,,,,,,,,,,16-06-2003,N
LN179429,Freehold,"40 Charlwood Road, London (SW15 1PW)",WANDSWORTH,GREATER LONDON,GREATER LONDON,SW15 1PW,N,,LEOLA MUSIC LIMITED,02178165,Limited Company or Public Limited Company,"9 Mansfield Street, London W1G 9NY","40 Charlwood Road, Putney, London SW15 1PW",,,,,,,,,,,,,,,,,,,,10-02-2011,N
NGL922722,Leasehold,"32-33 St James's Place, London (SW1A 1NR)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,SW1A 1NR,N,,E C HAMBRO RABBEN & PARTNERS LTD,03549948,Limited Company or Public Limited Company,"32-33 St. James's Place, London SW1A 1NR",,,,,,,,,,,,,,,,,,,,,06-12-2011,N
WA143459,Freehold,"39 Gelligaled Road, Ystrad, Pentre (CF41 7RH)",RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,WALES,CF41 7RH,N,49000,GANESHA INVESTMENTS LIMITED,10103356,Limited Company or Public Limited Company,"Kemp House, 152-160 City Road, London EC1V 2NX",,,,,,,,,,,,,,,,,,,,,07-07-2016,N
CYM110792,Freehold,"6 King Street, Gelli, Pentre (CF41 7TG)",RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,WALES,CF41 7TG,N,48500,GANESHA INVESTMENTS LIMITED,10103356,Limited Company or Public Limited Company,"Konventveien 16A, 0377 Oslo, Norway",,,,,,,,,,,,,,,,,,,,,01-06-2016,N
SY844123,Leasehold,"10 The Mount, Guildford (GU2 4HN)",GUILDFORD,SURREY,SOUTH EAST,GU2 4HN,N,,PARETO SHIPBROKERS LIMITED,04195801,Limited Company or Public Limited Company,"The White House, 2 Meadrow, Godalming GU7 3HN",,,,,,,,,,,,,,,,,,,,,27-03-2017,N
NGL949791,Leasehold,"19c Craven Road, London (W2 3BP)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W2 3BP,N,,T.G.R'S LIMITED,02601313,Limited Company or Public Limited Company,"19c Craven Road, London W2 3BP",,,,,,,,,,,,,,,,,,,,,13-03-2015,N
BGL81805,Leasehold,"Flat C, 21 Parsons Green, London (SW6 4UL)",HAMMERSMITH AND FULHAM,GREATER LONDON,GREATER LONDON,SW6 4UL,N,431200,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"4 St Michaels Square, Southampton, Hampshire SO14 2AD",,,,,,,,,,,,,,,,,,,,,31-10-2011,N
HP770490,Leasehold,"Flat 12, 97 Above Bar Street, Southampton (SO14 7FG)",SOUTHAMPTON,SOUTHAMPTON,SOUTH EAST,SO14 7FG,N,,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"Sumpter House, 8 Station Road, Histon, Cambridge CB24 9LQ",,,,,,,,,,,,,,,,,,,,,15-04-2014,N
HP778542,Leasehold,"level 5 being Flat 145 The Hawkins Tower, Admiral's Quay, Ocean Way, Southampton (SO14 3LH)",SOUTHAMPTON,SOUTHAMPTON,SOUTH EAST,SO14 3LH,N,,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"21c Parsons Green, London SW6 4UL",,,,,,,,,,,,,,,,,,,,,12-01-2015,N
HP238127,Freehold,"12 Nile Road, Southampton (SO17 1PF)",SOUTHAMPTON,SOUTHAMPTON,SOUTH EAST,SO17 1PF,N,275000,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"4 St Michaels, Southampton SO14 2AD",,,,,,,,,,,,,,,,,,,,,14-02-2007,N
HP320782,Freehold,"4a Bedford Place, Southampton (SO15 2BY)",SOUTHAMPTON,SOUTHAMPTON,SOUTH EAST,SO15 2BY,N,331800,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"4 St Michaels Square, Southampton SO14 2AD",,,,,,,,,,,,,,,,,,,,,18-07-2008,N
HP427214,Freehold,"9 Henstead Road, Southampton (SO1 2DE)",SOUTHAMPTON,SOUTHAMPTON,SOUTH EAST,SO1 2DE,N,358000,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"4 St Michaels Square, Southampton SO14 2AD",,,,,,,,,,,,,,,,,,,,,21-07-2008,N
SL134551,Freehold,"9 Shropshire Street, Market Drayton (TF9 3BZ)",SHROPSHIRE,SHROPSHIRE,WEST MIDLANDS,TF9 3BZ,N,85000,EUROPEAN PROPERTY SYSTEMS LIMITED,05808490,Limited Company or Public Limited Company,"4 St Michaels Square, Southampton SO14 2AD",,,,,,,,,,,,,,,,,,,,,27-11-2009,N
AGL246160,Leasehold,"227 Chiswick High Road, London (W4 2DW)",HOUNSLOW,GREATER LONDON,GREATER LONDON,W4 2DW,N,,THE SKIN ACADEMY LIMITED,06870441,Limited Company or Public Limited Company,"Unit 1 and 2, Heol Rhosyn, Dafen Park, Llanelli SA14 8QG",,,,,,,,,,,,,,,,,,,,,15-12-2011,N
K599064,Freehold,"East Cliff House, 30 Wellington Crescent, Ramsgate (CT11 8JD)",THANET,KENT,SOUTH EAST,CT11 8JD,N,,ANVIET LIMITED,06593627,Limited Company or Public Limited Company,"Flat 40, Gaumont Tower, Dalston Square, London E8 3BQ","PO Box 43416, Abu Dhabi, United Arab Emirates",,,,,,,,,,,,,,,,,,,,23-10-2015,N
TT31726,Freehold,"40 King Street, Ramsgate (CT11 8NT)",THANET,KENT,SOUTH EAST,CT11 8NT,N,350000,ANVIET LIMITED,06593627,Limited Company or Public Limited Company,"Flat 40, Gaumont Tower, Dalston Square, London E8 3BQ",,,,,,,,,,,,,,,,,,,,,24-10-2017,N
EGL248212,Leasehold,"Flat 95, Shearsmith House, Hindmarsh Close, London (E1 8HU)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,E1 8HU,N,161000,HARVIE DRISCOLL LIMITED,04215850,Limited Company or Public Limited Company,"34 Farnham Gardens, London SW20 0UE",,,,,,,,,,,,,,,,,,,,,10-06-2008,N
GM756232,Freehold,"262 Finney Lane, Heald Green, Cheadle (SK8 3QD)",STOCKPORT,GREATER MANCHESTER,NORTH WEST,SK8 3QD,N,358444,KVM PROPERTIES LIMITED,10104149,Limited Company or Public Limited Company,"Montague Kaye Ltd, 82 Reddish Road, Stockport SK5 7QU",,,,,,,,,,,,,,,,,,,,,08-08-2016,N
MAN299844,Leasehold,"262 Finney Lane, Heald Green, Cheadle (SK8 3QD)",STOCKPORT,GREATER MANCHESTER,NORTH WEST,SK8 3QD,N,,VKM HEALTHCARE LIMITED,10104172,Limited Company or Public Limited Company,"Montague Kay Ltd, 82 Reddish Road, Stockport SK5 7QU",,,,,,,,,,,,,,,,,,,,,25-09-2017,N
AGL358657,Leasehold,"395 Kilburn High Road, London (NW6 7QE)",BRENT,GREATER LONDON,GREATER LONDON,NW6 7QE,N,,SALSA HAIRDRESSER LIMITED,09549335,Limited Company or Public Limited Company,"2b High Road, London NW10 2QG",,,,,,,,,,,,,,,,,,,,,30-10-2015,N
BGL117678,Leasehold,"Fourth Floor, 15 Sloane Square, London (SW1W 8ER)",KENSINGTON AND CHELSEA,GREATER LONDON,GREATER LONDON,SW1W 8ER,N,,SEATANKERS CONSULTANCY SERVICES (UK) LIMITED,09598461,Limited Company or Public Limited Company,"Fourth Floor, 15 Sloane Square, London SW1W 8ER","100 Brompton Road, London SW3 1ER","11 Staple Inn, London WC1V 7QH",,,,,,,,,,,,,,,,,,,23-12-2015,N
NGL954932,Leasehold,"First Floor East,40 Bernard Street, London (WC1N 1LG)",CAMDEN,GREATER LONDON,GREATER LONDON,WC1N 1LG,N,,TELENOR (UK) LIMITED,03188910,Limited Company or Public Limited Company,"40 Bernard Street, London WC1N 1LE",,,,,,,,,,,,,,,,,,,,,22-10-2015,N
NGL954933,Leasehold,"Rooftop, 40 Bernard Street, London (WC1N 1LG)",CAMDEN,GREATER LONDON,GREATER LONDON,WC1N 1LG,N,,TELENOR (UK) LIMITED,03188910,Limited Company or Public Limited Company,"40 Bernard Street, London WC1N 1LE",,,,,,,,,,,,,,,,,,,,,22-10-2015,N
NGL821695,Leasehold,"Flat 173, 55 Park Lane, London (W1K 1PZ)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W1K 1PZ,N,550000,O.BJELLAND LIMITED,04440984,Limited Company or Public Limited Company,"3 Wesley Gate, Queens Road, Reading, Berkshire, RG1 4AP",,,,,,,,,,,,,,,,,,,,,20-05-2003,N
LA34535,Freehold,"2 Canal Street, Manchester (M1 3HE)",MANCHESTER,GREATER MANCHESTER,NORTH WEST,M1 3HE,N,,KRO HOTELS MANCHESTER M1 LTD,10811127,Limited Company or Public Limited Company,"67 Shrewsbury Road, Prestwich, Manchester M25 9GQ",,,,,,,,,,,,,,,,,,,,,17-08-2017,N
MAN22820,Leasehold,"2 Canal Street, Manchester (M1 3HE)",MANCHESTER,GREATER MANCHESTER,NORTH WEST,M1 3HE,N,2500000,KRO HOTELS MANCHESTER M1 LTD,10811127,Limited Company or Public Limited Company,"67 Shrewsbury Road, Prestwich, Manchester M25 9GQ",,,,,,,,,,,,,,,,,,,,,17-08-2017,N
BK399828,Freehold,"121 to 143 (odd) Hurworth Avenue, Slough (SL3 7FG)",SLOUGH,SLOUGH,SOUTH EAST,SL3 7FG,N,,121-143 HURWORTH AVENUE SHARE OF FREEHOLD COMPANY LIMITED,05463151,Limited Company or Public Limited Company,"137 Hurworth Avenue, Slough, Berks SL3 7FG",,,,,,,,,,,,,,,,,,,,,04-10-2005,N
ON271843,Leasehold,"Unit 11 Oxonian Park, Langford Locks, Kidlington (OX5 1FP)",CHERWELL,OXFORDSHIRE,SOUTH EAST,OX5 1FP,N,,SAVONA PROVISIONS LIMITED,04764681,Limited Company or Public Limited Company,"Pony Road, Horspath Road Industrial Estate, Oxford OX4 2SH",,,,,,,,,,,,,,,,,,,,,26-06-2007,N
ON269810,Leasehold,"Unit 12, Oxonian Park, Langford Locks, Kidlington (OX5 1FP)",CHERWELL,OXFORDSHIRE,SOUTH EAST,OX5 1FP,N,,SAVONA PROVISIONS LIMITED,04764681,Limited Company or Public Limited Company,"Pony Road, Horspath Road Industrial Estate, Oxford OX4 2SH",,,,,,,,,,,,,,,,,,,,,19-03-2007,N
WT284352,Leasehold,"12 Havelock Square, Swindon (SN1 1LE)",SWINDON,SWINDON,SOUTH WEST,SN1 1LE,N,,NORDLUND LIMITED,08096667,Limited Company or Public Limited Company,"41 St Johns Street, Devizes, Wiltshire SN10 1BL",,,,,,,,,,,,,,,,,,,,,11-12-2012,N
NGL739854,Freehold,"42 Lancaster Gate, London (W2 3NA)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W2 3NA,N,1050000,LANCASTER GATE (W2 3NA) MANAGEMENT LIMITED,05148578,Limited Company or Public Limited Company,"The Corn Exchange, Baffins Lane, Chichester, West Sussex PO19 1GE",,,,,,,,,,,,,,,,,,,,,14-07-2004,N
