DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
191005675,02/06/2019,02/06/2019,2000,,West Valley,1004,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,41,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,8000    RESEDA                       BL,,"(34.2157, -118.5361)"
191005678,02/07/2019,02/06/2019,2149,,West Valley,1023,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0400 0421,41,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,6500    VANALDEN                     AV,,"(34.1881, -118.5491)"
191005680,02/07/2019,02/06/2019,1930,,West Valley,1077,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ENCINO                       AV,VENTURA                      BL,"(34.1615, -118.5142)"
191005685,02/06/2019,01/29/2019,1900,,West Valley,1006,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,52,F,W,104,DRIVEWAY,,,IC,Invest Cont,420,,,,17500    STRATHERN                    ST,,"(34.2157, -118.5143)"
191005687,02/07/2019,02/07/2019,0435,,West Valley,1097,946,OTHER MISCELLANEOUS CRIME,1501,51,M,W,101,STREET,,,IC,Invest Cont,946,,,,17000    ESCALON                      DR,,"(34.1403, -118.5025)"
191005688,02/07/2019,02/06/2019,2010,,West Valley,1083,888,TRESPASSING,1501,41,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4200    VANALDEN                     AV,,"(34.1464, -118.5565)"
191005691,02/07/2019,02/06/2019,1445,,West Valley,1008,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,7600    WOODLEY                      AV,,"(34.2085, -118.4837)"
191005694,02/07/2019,02/06/2019,1700,,West Valley,1045,210,ROBBERY,0305 0344 0355 1822,81,F,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,LINDLEY                      AV,BURBANK                      BL,"(34.1723, -118.5273)"
191005699,02/07/2019,02/04/2019,1930,,West Valley,1035,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 1202,70,M,H,101,STREET,,,IC,Invest Cont,420,,,,6500    HESPERIA                     AV,,"(34.189, -118.5258)"
191005700,02/07/2019,02/07/2019,0930,,West Valley,1003,903,CONTEMPT OF COURT,2038,33,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,,,,8000    RESEDA                       BL,,"(34.2148, -118.5404)"
191005701,02/07/2019,02/05/2019,1600,,West Valley,1094,310,BURGLARY,0321 1414 1420,56,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18200    ROSITA                       ST,,"(34.1574, -118.53)"
191005705,02/07/2019,02/06/2019,1710,,West Valley,1001,210,ROBBERY,1822 1420 0316 0342 0344 0370 0906,16,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8100    VANALDEN                     AV,,"(34.2175, -118.5492)"
191005707,02/07/2019,02/07/2019,0930,,West Valley,1037,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1402,51,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,740,998,,,17000    HAYNES                       ST,,"(34.1893, -118.5031)"
191005711,02/07/2019,02/07/2019,1400,,West Valley,1015,210,ROBBERY,0444 0344 2000 1814,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,626,,,7400    CANBY                        AV,,"(34.2048, -118.5339)"
191005712,02/07/2019,02/07/2019,1510,,West Valley,1037,210,ROBBERY,1420 0945 0325 0342 0344 1822,57,F,O,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,17300    VANOWEN                      ST,,"(34.1939, -118.5098)"
191005713,02/07/2019,02/05/2019,1630,,West Valley,1037,480,BIKE - STOLEN,0344,59,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,17600    VANOWEN                      ST,,"(34.1937, -118.5166)"
191005715,02/07/2019,02/06/2019,1200,,West Valley,1044,354,THEFT OF IDENTITY,0930 1822 1202,67,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18400    HATTERAS                     ST,,"(34.1775, -118.5338)"
191005716,02/07/2019,02/07/2019,1030,,West Valley,1033,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 2032,84,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,440,,,,18800    VICTORY                      BL,,"(34.1866, -118.5426)"
191005717,02/07/2019,02/07/2019,1155,,West Valley,1031,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216,19,F,F,248,CELL PHONE STORE,,,IC,Invest Cont,442,,,,19400    VICTORY                      BL,,"(34.1866, -118.5559)"
191005724,02/08/2019,01/29/2019,0600,,West Valley,1006,354,THEFT OF IDENTITY,0377 0928 1822,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17500    STRATHERN                    ST,,"(34.2157, -118.5143)"
191005725,02/07/2019,02/07/2019,1700,,West Valley,1061,310,BURGLARY,1609 0344,57,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19400    COLLIER                      ST,,"(34.1667, -118.5555)"
191005726,02/07/2019,02/07/2019,0800,,West Valley,1089,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,68,F,W,101,STREET,,,IC,Invest Cont,331,,,,15400    DICKENS                      ST,,"(34.1533, -118.4692)"
191005727,02/07/2019,02/07/2019,0400,,West Valley,1088,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,16300    VENTURA                      BL,,"(34.157, -118.488)"
191005729,02/07/2019,02/04/2019,0001,,West Valley,1079,940,EXTORTION,,14,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5000    DENSMORE                     AV,,"(34.1604, -118.4771)"
191005734,02/07/2019,02/07/2019,1930,,West Valley,1075,888,TRESPASSING,1501,74,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5100    LINDLEY                      AV,,"(34.162, -118.5272)"
191005740,02/08/2019,02/08/2019,0800,,West Valley,1037,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0444 0416 1259,17,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,17000    HAYNES                       ST,,"(34.1893, -118.5031)"
191005741,02/07/2019,02/06/2019,1515,,West Valley,1004,624,BATTERY - SIMPLE ASSAULT,,14,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,18300    ROSCOE                       BL,,"(34.2208, -118.5317)"
191005743,02/08/2019,02/06/2019,1815,,West Valley,1039,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1236 1906,37,M,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,6400    DENSMORE                     AV,,"(34.1867, -118.4774)"
191005747,02/08/2019,02/08/2019,1000,,West Valley,1018,330,BURGLARY FROM VEHICLE,1609 0344,58,F,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,15800    STRATHERN                    ST,,"(34.2157, -118.4772)"
191005748,02/07/2019,02/06/2019,1930,,West Valley,1029,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,7000    WOODLEY                      AV,,"(34.1976, -118.4837)"
191005750,02/08/2019,02/08/2019,1330,,West Valley,1047,624,BATTERY - SIMPLE ASSAULT,0416 1414,58,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VICTORY                      BL,WHITE OAK                    AV,"(34.1775, -118.5088)"
191005751,02/08/2019,02/08/2019,1345,,West Valley,1047,624,BATTERY - SIMPLE ASSAULT,0416,47,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VICTORY                      BL,WHITE OAK                    AV,"(34.1775, -118.5088)"
191005754,02/08/2019,02/08/2019,1400,,West Valley,1041,624,BATTERY - SIMPLE ASSAULT,0319 0416 1414,21,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,18700    OXNARD                       ST,,"(34.1801, -118.5407)"
191005755,02/08/2019,02/07/2019,1600,,West Valley,1031,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,35,M,O,140,BALCONY*,,,IC,Invest Cont,440,,,,6500    SHIRLEY                      AV,,"(34.1884, -118.5571)"
191005756,02/08/2019,02/05/2019,2100,,West Valley,1067,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,68,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,17500    VENTURA                      BL,,"(34.166, -118.5095)"
191005757,02/08/2019,01/11/2019,0005,,West Valley,1041,354,THEFT OF IDENTITY,0930 1822,26,F,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354,,,,18800    HATTERAS                     ST,,"(34.1772, -118.5432)"
191005759,02/08/2019,02/07/2019,1700,,West Valley,1001,624,BATTERY - SIMPLE ASSAULT,0444 0429 0603,40,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,19500    STRATHERN                    ST,,"(34.2156, -118.5579)"
191005762,02/08/2019,02/07/2019,0900,,West Valley,1003,310,BURGLARY,1607,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7600    RESEDA                       BL,,"(34.2148, -118.5404)"
191005764,02/08/2019,02/05/2019,0800,,West Valley,1099,310,BURGLARY,1609 0352 0321,76,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16000    ROYAL OAK                    RD,,"(34.1437, -118.4815)"
191005768,02/09/2019,02/08/2019,1330,,West Valley,1025,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,M,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440,,,,6800    RESEDA                       BL,,"(34.1939, -118.536)"
191005773,02/08/2019,02/08/2019,1610,,West Valley,1061,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",1501,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,951,,,,19600    VENTURA                      BL,,"(34.1728, -118.56)"
191005774,02/09/2019,02/08/2019,1920,,West Valley,1029,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0416 0400,25,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,HASKELL,SHERMAN                      WY,"(34.2012, -118.4749)"
191005775,02/09/2019,02/08/2019,1200,,West Valley,1044,662,"BUNCO, GRAND THEFT",0344,55,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,18300    BURBANK                      BL,,"(34.1765, -118.5333)"
191005776,02/09/2019,02/06/2019,0800,,West Valley,1067,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,5000    ALDEA                        AV,,"(34.1619, -118.5081)"
191005778,02/09/2019,01/31/2019,1600,,West Valley,1025,354,THEFT OF IDENTITY,1822 0377,18,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7000    JAMIESON                     AV,,"(34.1975, -118.5216)"
191005782,02/09/2019,02/09/2019,1420,,West Valley,1035,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0356,20,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6600    YARMOUTH                     AV,,"(34.1903, -118.5197)"
191005783,02/09/2019,02/08/2019,0100,,West Valley,1018,946,OTHER MISCELLANEOUS CRIME,1906 0911,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,7400    BLEWETT                      AV,,"(34.2048, -118.4782)"
191005788,02/09/2019,02/09/2019,1420,,West Valley,1006,354,THEFT OF IDENTITY,1822 0377,34,F,W,103,ALLEY,,,IC,Invest Cont,354,998,,,LANARK,LOUISE,"(34.2147, -118.5142)"
191005789,02/09/2019,02/08/2019,2330,,West Valley,1029,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,40,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,7000    HASKELL                      AV,,"(34.1976, -118.4749)"
191005790,02/09/2019,02/09/2019,0130,,West Valley,1034,354,THEFT OF IDENTITY,1822 0930,56,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18200    FRIAR                        ST,,"(34.1862, -118.5302)"
191005792,02/09/2019,02/09/2019,1600,,West Valley,1001,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,40,F,H,203,OTHER BUSINESS,511,VERBAL THREAT,AO,Adult Other,930,,,,19200    SATICOY                      ST,,"(34.2143, -118.5534)"
191005796,02/09/2019,02/09/2019,1855,,West Valley,1063,210,ROBBERY,0945 1420 0104 0325 0446 1822,32,M,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5500    RESEDA                       BL,,"(34.1703, -118.536)"
191005797,02/10/2019,02/10/2019,0200,,West Valley,1094,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 0444,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,4600    RESEDA                       BL,,"(34.1537, -118.5361)"
191005798,02/09/2019,02/09/2019,1840,,West Valley,1006,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7800    SHOSHONE                     AV,,"(34.2121, -118.5166)"
191005800,02/10/2019,02/10/2019,0200,,West Valley,1067,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444 0417,32,F,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,17300    VENTURA                      BL,,"(34.166, -118.5095)"
191005801,02/08/2019,02/08/2019,2010,,West Valley,1077,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431,33,M,H,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,VENTURA                      BL,SHIRLEY                      AV,"(34.159, -118.5119)"
191005803,02/09/2019,02/09/2019,2355,,West Valley,1015,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0443,28,M,H,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,AA,Adult Arrest,230,236,,,7400    CANBY                        AV,,"(34.2048, -118.5339)"
191005804,02/09/2019,02/09/2019,1915,,West Valley,1063,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,M,W,402,MARKET,,,IC,Invest Cont,442,,,,18400    VENTURA                      BL,,"(34.1678, -118.5336)"
191005805,02/10/2019,02/09/2019,0740,,West Valley,1041,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18800    COLLINS                      ST,,"(34.1745, -118.5426)"
191005806,02/09/2019,01/01/2019,1300,,West Valley,1005,121,"RAPE, FORCIBLE",,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,17900    INGOMAR                      ST,,"(34.2129, -118.5248)"
191005807,02/10/2019,02/07/2019,1200,,West Valley,1029,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 0416,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,HASKELL                      AV,VANOWEN                      ST,"(34.1939, -118.4749)"
191005808,02/10/2019,02/10/2019,0255,,West Valley,1023,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,19200    HAMLIN                       ST,,"(34.1891, -118.5515)"
191005811,02/10/2019,02/10/2019,0001,,West Valley,1097,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,3600    GREEN VISTA                  DR,,"(34.136, -118.4984)"
191005818,02/09/2019,02/09/2019,1030,,West Valley,1018,330,BURGLARY FROM VEHICLE,1307 1609 0344,60,F,O,101,STREET,,,IC,Invest Cont,330,,,,15800    STRATHERN                    ST,,"(34.2157, -118.4772)"
191005819,02/10/2019,02/08/2019,2000,,West Valley,1011,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,52,M,B,108,PARKING LOT,,,IC,Invest Cont,745,,,,19100    SHERMAN                      WY,,"(34.2047, -118.5531)"
191005821,02/10/2019,02/09/2019,1310,,West Valley,1029,624,BATTERY - SIMPLE ASSAULT,0416,68,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,16000    VOSE                         ST,,"(34.1985, -118.4815)"
191005824,02/10/2019,02/04/2019,2200,,West Valley,1035,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0385,49,F,A,101,STREET,,,IC,Invest Cont,331,,,,ENFIELD                      AV,VICTORY                      BL,"(34.1868, -118.5234)"
191005825,02/10/2019,02/10/2019,0410,,West Valley,1061,888,TRESPASSING,,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,19500    COLLIER                      ST,,"(34.1667, -118.5578)"
191005826,02/09/2019,02/09/2019,1130,,West Valley,1065,664,"BUNCO, PETTY THEFT",0800 0701,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,5300    NEWCASTLE                    AV,,"(34.1667, -118.5243)"
191005827,02/10/2019,01/27/2019,1200,,West Valley,1011,440,THEFT PLAIN - PETTY ($950 & UNDER),0352,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,19500    RUNNYMEDE                    ST,,"(34.206, -118.5579)"
191005828,02/10/2019,02/09/2019,1500,,West Valley,1004,354,THEFT OF IDENTITY,0377 1822,53,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    NESTLE                       AV,,"(34.2106, -118.5307)"
191005829,02/10/2019,02/10/2019,1020,,West Valley,1025,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,34,M,O,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,18400    HART                         ST,,"(34.1975, -118.5335)"
191005830,02/10/2019,02/08/2019,1730,,West Valley,1033,310,BURGLARY,1607 0329,0,M,O,108,PARKING LOT,,,IC,Invest Cont,310,,,,19200    VICTORY                      BL,,"(34.1866, -118.5516)"
191005831,02/10/2019,02/10/2019,1030,,West Valley,1017,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0446,38,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,998,,,VANOWEN                      ST,WHITE OAK                    AV,"(34.2048, -118.5099)"
191005832,02/10/2019,02/04/2019,1725,,West Valley,1017,662,"BUNCO, GRAND THEFT",0800,44,F,H,602,BANK,,,IC,Invest Cont,662,,,,17200    SATICOY                      ST,,"(34.2084, -118.5077)"
191005834,02/10/2019,02/10/2019,1500,,West Valley,1008,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1402 0408 0429,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,7500    RUBIO                        AV,,"(34.2077, -118.4957)"
191005835,02/09/2019,02/09/2019,1240,,West Valley,1012,624,BATTERY - SIMPLE ASSAULT,0400 0416,47,M,H,111,BUS-CHARTER/PRIVATE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,RESEDA                       BL,SATICOY                      ST,"(34.2084, -118.536)"
191005836,02/10/2019,02/10/2019,2045,,West Valley,1027,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 0561,64,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,17300    VANOWEN                      ST,,"(34.1975, -118.5099)"
191005837,02/10/2019,02/10/2019,2005,,West Valley,1028,624,BATTERY - SIMPLE ASSAULT,0400 0444,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6500    BALBOA                       BL,,"(34.189, -118.5011)"
191005838,02/10/2019,02/09/2019,2200,,West Valley,1004,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444 0416,40,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7900    RESEDA                       BL,,"(34.2139, -118.5361)"
191005839,02/10/2019,02/01/2019,1200,,West Valley,1044,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,18400    HATTERAS                     ST,,"(34.1775, -118.5338)"
191005840,02/10/2019,02/10/2019,1830,,West Valley,1029,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0448,54,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,VALJEAN                      AV,HART                         ST,"(34.1976, -118.4858)"
191005841,02/10/2019,02/10/2019,1550,,West Valley,1065,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,401,MINI-MART,,,IC,Invest Cont,442,,,,5100    ZELZAH                       AV,,"(34.167, -118.522)"
191005842,02/10/2019,02/10/2019,2024,,West Valley,1041,310,BURGLARY,0352 1609 0321,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19300    HATTERAS                     ST,,"(34.1758, -118.5535)"
191005843,02/10/2019,02/08/2019,1000,,West Valley,1083,310,BURGLARY,0344 1609,68,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18700    PASADERO                     DR,,"(34.1486, -118.5405)"
191005844,02/10/2019,02/10/2019,2045,,West Valley,1094,310,BURGLARY,0344 1609,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    LINDLEY                      AV,,"(34.1564, -118.5281)"
191005845,02/10/2019,02/10/2019,2022,,West Valley,1005,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,17700    SATICOY                      ST,,"(34.2147, -118.523)"
191005846,02/10/2019,02/10/2019,1720,,West Valley,1045,860,BATTERY WITH SEXUAL CONTACT,,27,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,17700    BURBANK                      BL,,"(34.1723, -118.5185)"
191005847,02/11/2019,02/10/2019,2145,,West Valley,1029,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16000    VANOWEN                      ST,,"(34.1976, -118.4799)"
191005850,02/10/2019,02/09/2019,0140,,West Valley,1043,480,BIKE - STOLEN,0344,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,5800    YOLANDA                      AV,,"(34.1757, -118.5407)"
191005851,02/11/2019,02/10/2019,1930,,West Valley,1008,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344 0386,39,M,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,16400    SHERMAN                      WY,,"(34.2011, -118.4907)"
191005852,02/10/2019,02/10/2019,2315,,West Valley,1024,438,RECKLESS DRIVING,1402,0,M,O,101,STREET,,,IC,Invest Cont,438,998,,,BAIRD,SHERMAN                      WY,"(34.2012, -118.5374)"
191005853,02/11/2019,02/08/2019,1700,,West Valley,1029,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,M,O,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,740,,,,15700    BASSETT                      ST,,"(34.1957, -118.4749)"
191005864,02/11/2019,02/10/2019,1800,,West Valley,1035,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,VANOWEN                      ST,ETIWANDA                     AV,"(34.1939, -118.5317)"
191005866,02/11/2019,02/11/2019,1520,,West Valley,1004,210,ROBBERY,0910 0344 0346 0432 1822,15,M,H,128,BUS STOP/LAYOVER (ALSO QUERY 124),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,RESEDA                       BL,ROSCOE                       BL,"(34.2207, -118.5361)"
191005868,02/11/2019,02/08/2019,1600,,West Valley,1018,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,O,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,341,,,,15800    SATICOY                      ST,,"(34.2085, -118.4771)"
191005869,02/11/2019,01/27/2019,1200,,West Valley,1044,662,"BUNCO, GRAND THEFT",0800,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,18400    COLLINS                      ST,,"(34.1749, -118.5344)"
191005871,02/11/2019,02/06/2019,1200,,West Valley,1065,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0385,26,M,H,101,STREET,,,IC,Invest Cont,331,,,,5400    YARMOUTH                     AV,,"(34.1686, -118.5203)"
191005873,02/11/2019,02/10/2019,0120,,West Valley,1067,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,53,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,17300    VENTURA                      BL,,"(34.166, -118.5095)"
